gene	drug	regulatory approval	indication	interaction score
IGF2	THERAPEUTIC ANDROGEN	Not Approved	""	0.3431873936973497
IGF2	FLUOXETINE HYDROCHLORIDE	Approved	for treatment of bipolar disorder,for treatment of autism,antidepressant,for treatment of sleep apnea	0.2083637747448194
IGF2	BETAMETHASONE	Approved	glucocorticoid,antiinflammatory agent	0.5834185692854945
IL1B	NIMUSTINE	Not Approved	""	0.7721716358190367
IL1B	INFLIXIMAB-DYYB	Approved	DMARD,antiinflammatory agent	0.09963504978310152
IL1B	LANSOPRAZOLE	Approved	antiulcer agent,Proton pump inhibitor	0.0710042883511758
IL1B	THYROGLOBULIN	Approved	""	0.6863747873946993
IL1B	CEFACLOR ANHYDROUS	Approved	""	0.1470803115845784
IL1B	CANAKINUMAB	Approved	DMARD,antiinflammatory agent	2.573905452730122
IL1B	GEVOKIZUMAB	Not Approved	antidiabetic	3.088686543276147
IL1B	BECLOMETHASONE DIPROPIONATE	Approved	glucocorticoid,antiinflammatory agent	0.2059124362184098
IL1B	RISEDRONIC ACID	Approved	Bisphosphonates,antiosteoporotic agent	0.4118248724368196
IL1B	ALTEPLASE	Approved	Thrombolytic agent	0.1029562181092049
IL1B	CELASTROL	Not Approved	""	0.2059124362184098
IL1B	CYTARABINE	Approved	antineoplastic agent	0.0254212884220259
IL1B	PRAVASTATIN SODIUM	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.0762638652660777
IL1B	RILONACEPT	Approved	DMARD,antiinflammatory agent	0.6863747873946993
IL1B	CHINESE HERBS	Not Approved	""	0.5147810905460245
IL1B	CLODRONIC ACID	Approved	antineoplastic agent	0.187193123834918
IL1B	RALOXIFENE HYDROCHLORIDE	Approved	Hormone Replacement Agents	0.04118248724368196
IL1B	ANTIDEPRESSANT AGENT	Not Approved	""	0.03959854542661727
IL1B	MAFOSFAMIDE	Not Approved	""	0.5147810905460245
IL1B	IBUDILAST	Not Approved	neuroprotectant	0.06434763631825306
IL1B	ACITRETIN	Approved	Keratolytic Agents	0.1930429089547591
IL1B	ETIDRONIC ACID	Approved	""	0.1470803115845784
IL1B	USTEKINUMAB	Approved	DMARD,antiinflammatory agent,Antipsoriatic Agents	0.1029562181092049
IL1B	GALLIUM NITRATE	Approved	""	0.1470803115845784
IL1B	GLUCOSAMINE	Approved	""	1.029562181092049
IL1B	MELATONIN	Approved	Hypnotics and Sedatives	0.0710042883511758
IL1B	PENTAMIDINE	Approved	""	2.059124362184098
IL1B	AUTOANTIGEN	Not Approved	""	0.6863747873946993
IL1B	ANTICONVULSANT AGENT	Not Approved	""	0.1372749574789398
IL1B	ASPIRIN	Approved	NSAID,antithrombotic,anticoagulant	0.01460371888073828
IL1B	FLUTICASONE	Approved	glucocorticoid,antiinflammatory agent,for treatment of symptomatic exophthalmos associated with thyroid-related eye disease,bronchodilator	0.108374966430742
IL1B	HYDROQUINONE	Approved	""	0.1211249624814175
IL1B	RESVERATROL	Approved	antineoplastic agent,antidiabetic,for treatment of herpes simplex virus 1	0.0420229461670224
IL1B	VERAPAMIL	Approved	antihypertensive agent	0.04575831915964662
IL1B	TT-301	Not Approved	""	2.059124362184098
IL1B	ERYTHROMYCIN	Approved	""	0.0895271461819173
IL1B	DRUGSATFDA.NDA:008378	Not Approved	""	0.2287915957982331
IL1B	METFORMIN	Approved	antidiabetic	0.05279806056882302
IL1B	CDP-484	Not Approved	""	1.029562181092049
IL1B	LITHIUM	Approved	""	0.0490267705281928
IL1B	LUTIKIZUMAB	Not Approved	""	1.029562181092049
IL1B	TILUDRONIC ACID	Approved	Bisphosphonates	0.6863747873946993
IL1B	DIACETYLRHEIN	Approved	antidiabetic	0.2287915957982331
IL1B	NICARDIPINE	Approved	Anti-Arrhythmia Agents; Antihypertensive Agents	0.1286952726365061
IL1B	PAREGORIC	Approved	analgesic	0.04476357309095865
IL1B	MITOGEN-ACTIVATED PROTEIN KINASE INHIBITOR	Not Approved	""	0.2941606231691568
IL1B	PENTOXIFYLLINE	Approved	for treatment of amyotrophic lateral sclerosis (ALS)	0.05883212463383137
IL1B	HYDROCORTISONE BUTYRATE	Approved	""	0.0490267705281928
IL1B	OFLOXACIN	Approved	""	0.1715936968486748
IL1B	POLYVALENT VACCINE	Not Approved	""	2.059124362184098
IL1B	ECHINACEA PREPARATION	Approved	""	0.5147810905460245
ITGB7	VEDOLIZUMAB	Approved	for treatment of ulcerative colitis,for treatment of Chron's disease	8.751278539282415
ITGB7	NATALIZUMAB	Approved	for treatment of Crohn's disease,antiinflammatory agent	2.187819634820604
ITGB7	ABRILUMAB	Not Approved	""	5.834185692854944
ITGB7	FIRATEGRAST	Not Approved	antiinflammatory agent	2.917092846427472
ITGB7	R1295	Not Approved	antiinflammatory agent	2.917092846427472
ITGB7	ETROLIZUMAB	Not Approved	""	17.50255707856483
HGF	NANOPARTICLE ALBUMIN-BOUND THIOCOLCHICINE DIMER NAB-5404	Not Approved	""	0.4861821410712453
HGF	NSC61610	Not Approved	""	1.944728564284981
HGF	EPIGALLOCATECHIN GALLATE	Approved	""	0.2287915957982331
HGF	FICLATUZUMAB	Not Approved	antineoplastic agent	9.723642821424907
HGF	METHOTREXATE	Approved	DMARD	0.03472729579080323
HGF	CABOZANTINIB S-MALATE	Approved	antineoplastic agent	0.08839675292204462
HGF	RILOTUMUMAB	Not Approved	""	7.778914257139925
HGF	CA19-9 ANTIGEN	Not Approved	""	1.944728564284981
HGF	PANCREATIC PROTEOLYTIC ENZYMES	Not Approved	""	0.9723642821424906
HGF	BT-11	Not Approved	""	1.944728564284981
HGF	RECOMBINANT INTERLEUKIN-1	Not Approved	antineoplastic agent	0.2160809515872201
HGF	STREPTOZOCIN	Approved	""	0.08455341583847745
HGF	ASPIRIN	Approved	NSAID,antithrombotic,anticoagulant	0.02758480233028342
HGF	ANTI-HGF MONOCLONAL ANTIBODY TAK-701	Not Approved	""	1.944728564284981
HGF	SOMATROPIN (RECOMBINANT DNA ORIGIN)	Approved	hormone replacement,for treatment of spinal muscular atrophy,For treatment of growth disorders,growth hormone replacement therapy	0.2592971419046642
HGF	THALIDOMIDE	Approved	antineoplastic agent	0.1051204629343233
HGF	IMATINIB	Approved	antineoplastic agent	0.05185942838093283
HGF	RESVERATROL	Approved	antineoplastic agent,antidiabetic,for treatment of herpes simplex virus 1	0.07937667609326454
HGF	SHO-SAIKO-TO	Not Approved	""	0.9723642821424906
HGF	RESERPINE	Approved	Antihypertensive Agents; Antipsychotic Agents	0.1495945049449986
HGF	HEPARIN	Approved	for treatment of cystic fibrosis,for treatment of pelvic pain of bladder origin and interstitital cystitis,antithrombotic,anticoagulant	0.1215455352678113
HGF	GONADOTROPIN, CHORIONIC	Approved	""	1.944728564284981
HGF	WORTMANNIN	Not Approved	""	0.1389091831632129
HGF	RITUXIMAB	Approved	antineoplastic agent	0.04321619031744403
HGF	VEGF/HGF-TARGETING DARPIN MP0250	Not Approved	""	0.9723642821424906
HGF	ABSCISIC ACID	Not Approved	""	0.9723642821424906
HGF	RILOTUMUMAB	Not Approved	antineoplastic agent	1.944728564284981
COL6A5	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES	Approved	for treatment of Dupuytren's contracture	0.9376369863516874
COL6A5	OCRIPLASMIN	Approved	""	0.6908904109959803
SOCS3	RIBAVIRIN	Approved	""	0.6908904109959803
SOCS3	ANTISENSE OLIGONUCLEOTIDES	Not Approved	""	0.7955707762984016
SOCS3	PEGINTERFERON ALFA-2A	Approved	for treatment of hepatitis B and C,Antineoplastic Agents; Immunomodulatory Agents	0.9053046764774914
SOCS3	PEGINTERFERON ALFA-2B	Approved	""	0.8204323630577265
CCR2	RS-504393	Not Approved	""	0.760980742546297
CCR2	PF-4136309	Not Approved	""	2.282942227638891
CCR2	MK-0812	Not Approved	""	4.565884455277782
CCR2	PLOZALIZUMAB	Not Approved	""	4.565884455277782
CCR2	AZD2423	Not Approved	""	2.282942227638891
CCR2	A134974	Not Approved	""	2.282942227638891
CCR2	SIMVASTATIN	Approved	antidyslipidaemic agent,anticholesterolaemic agent,antihypertensive agent	0.09131768910555564
CCR2	ABT702	Not Approved	""	0.5707355569097228
CCR2	PF-04634817	Not Approved	""	1.141471113819445
CCR2	PLOZALIZUMAB	Not Approved	DMARD,antiinflammatory agent	1.141471113819445
CCR2	JNJ-41443532	Not Approved	""	2.282942227638891
CCR2	BMS-813160	Not Approved	""	2.282942227638891
CCR2	PAREGORIC	Approved	analgesic	0.09925835772343004
CCR2	TAK-779	Not Approved	""	1.521961485092594
CCR2	PIMAGEDINE	Not Approved	""	1.141471113819445
CCR2	CENICRIVIROC	Not Approved	""	1.521961485092594
CCR2	OPIATE	Not Approved	""	0.760980742546297
CCR2	RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1	Not Approved	""	0.2853677784548614
CCR2	INCB3284	Not Approved	DMARD,antiinflammatory agent	2.282942227638891
CCR2	ALITRETINOIN	Approved	""	0.217423069298942
CCR2	BMS-741672	Not Approved	""	0.760980742546297
CCR2	PLERIXAFOR	Approved	antineoplastic agent	0.760980742546297
CCR2	ILACIRNON	Not Approved	antidiabetic,antiinflammatory agent	3.424413341458336
CSHL1	PROPARGYLGLYCINE	Not Approved	""	13.12691780892362
CSHL1	AMINOOXYACETIC ACID	Not Approved	""	4.375639269641208
CSHL1	AMINOETHOXYVINYLGLYCINE	Not Approved	""	13.12691780892362
CSHL1	&BETA;-CYANO-L-ALANINE	Not Approved	""	13.12691780892362
IL13RA1	CINTREDEKIN BESUDOTOX	Not Approved	antineoplastic agent	17.50255707856483
IL13RA1	EBLASAKIMAB	Not Approved	""	26.25383561784724
EGFR	DULIGOTUZUMAB	Not Approved	""	0.2778183663264259
EGFR	DEPATUXIZUMAB MAFODOTIN	Not Approved	""	0.8334550989792777
EGFR	INDIUM-111	Not Approved	""	0.2778183663264259
EGFR	SERIBANTUMAB	Not Approved	""	0.1389091831632129
EGFR	BARASERTIB-HQPA	Not Approved	""	0.01207905940549677
EGFR	GEFITINIB	Approved	antineoplastic agent	0.08579684842433742
EGFR	AZD-3759	Not Approved	""	0.2778183663264259
EGFR	PEMBROLIZUMAB	Approved	""	0.01587533521865291
EGFR	CARBOPLATIN	Approved	""	0.009471080670219066
EGFR	ERLOTINIB	Approved	antineoplastic agent	0.5509279467829125
EGFR	VARLITINIB	Not Approved	antineoplastic agent	0.4167275494896388
EGFR	CETUXIMAB	Approved	antineoplastic agent	0.6482428547616605
EGFR	ICOTINIB HYDROCHLORIDE	Not Approved	""	0.2778183663264259
EGFR	RG-7160	Not Approved	""	0.2778183663264259
EGFR	OSIMERTINIB	Approved	""	0.1481697953740938
EGFR	SB202190	Not Approved	""	0.01543435368480144
EGFR	GELDANAMYCIN	Not Approved	""	0.03968833804663227
EGFR	VANDETANIB	Approved	antineoplastic agent	0.1101693521639275
EGFR	STAUROSPORINE	Not Approved	""	0.009922084511658068
EGFR	ICOTINIB	Not Approved	""	0.5556367326528519
EGFR	LAPATINIB	Approved	antineoplastic agent	0.2778183663264259
EGFR	GW843682X	Not Approved	""	0.007123547854523741
EGFR	RINDOPEPIMUT	Not Approved	antineoplastic agent	1.389091831632129
EGFR	POZIOTINIB	Not Approved	""	0.1389091831632129
EGFR	IMGATUZUMAB	Not Approved	""	0.5556367326528519
EGFR	CANERTINIB	Not Approved	""	0.1984416902331613
EGFR	EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR	Not Approved	""	0.03086870736960288
EGFR	NVP-TAE684	Not Approved	""	0.002697265692489572
EGFR	NIMOTUZUMAB	Not Approved	antineoplastic agent	0.6945459158160648
EGFR	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.02222546930611407
EGFR	NERATINIB	Approved	antineoplastic agent	0.3968833804663227
EGFR	EMB-01	Not Approved	""	0.1389091831632129
EGFR	CHEMBL:CHEMBL219557	Not Approved	""	0.09260612210880863
EGFR	RIBAVIRIN	Approved	""	0.0146220192803382
EGFR	AGERAFENIB	Not Approved	""	0.05556367326528519
EGFR	IBRUTINIB	Approved	antineoplastic agent	0.01683747674705612
EGFR	EPITINIB	Not Approved	""	0.2778183663264259
EGFR	AFATINIB	Approved	antineoplastic agent	1.184383561707394
EGFR	ALFLUTINIB	Not Approved	""	0.2778183663264259
EGFR	JNJ-26483327	Not Approved	""	0.06173741473920576
EGFR	BMS-599626	Not Approved	""	0.2778183663264259
EGFR	PANITUMUMAB	Approved	antineoplastic agent	0.1805819381121768
EGFR	ZATUXIMAB	Not Approved	""	0.2778183663264259
EGFR	MAB-425	Not Approved	""	0.2778183663264259
EGFR	MP-412	Not Approved	""	0.09260612210880863
EGFR	TOZASERTIB	Not Approved	antineoplastic agent	0.003805731045567478
EGFR	CEP-11981	Not Approved	""	0.02645889203108818
EGFR	PEGINTERFERON ALFA-2B	Approved	""	0.01736364789540162
EGFR	LEUCOVORIN CALCIUM	Approved	adjuvant to chemotherapy	0.01501720899061761
EGFR	GRACILIN A	Not Approved	""	0.5556367326528519
EGFR	DEPATUXIZUMAB	Not Approved	""	0.8334550989792777
EGFR	CANERTINIB DIHYDROCHLORIDE	Not Approved	""	0.1111273465305703
EGFR	FUTUXIMAB	Not Approved	""	0.2778183663264259
EGFR	LAZERTINIB	Not Approved	""	0.05556367326528519
EGFR	FLUOROURACIL	Approved	""	0.004669216240780268
EGFR	THELIATINIB	Not Approved	""	0.2778183663264259
EGFR	BMS-599626	Not Approved	""	0.1666910197958555
EGFR	SAPITINIB	Not Approved	""	0.07937667609326454
EGFR	PF-05230907	Not Approved	""	0.2778183663264259
EGFR	ROCILETINIB	Not Approved	""	0.3472729579080324
EGFR	MULTIKINASE INHIBITOR AEE788	Not Approved	""	0.1852122442176172
EGFR	SIMOTINIB	Not Approved	""	0.2778183663264259
EGFR	SORAFENIB	Approved	antineoplastic agent	0.007311009640169103
EGFR	CUDC-101	Not Approved	antineoplastic agent	0.07937667609326454
EGFR	ZALUTUMUMAB	Not Approved	antineoplastic agent	0.2778183663264259
EGFR	MATUZUMAB	Not Approved	""	0.8334550989792777
EGFR	ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015	Not Approved	""	0.1389091831632129
EGFR	GC1118	Not Approved	""	0.2778183663264259
EGFR	TAK-285	Not Approved	""	0.1389091831632129
EGFR	MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR	Not Approved	""	0.04630306105440431
EGFR	IMATINIB	Approved	antineoplastic agent	0.007408489768704691
EGFR	EPIDERMAL GROWTH FACTOR	Not Approved	""	0.1389091831632129
EGFR	OLMUTINIB	Not Approved	""	0.2778183663264259
EGFR	CHEMBL:CHEMBL1077773	Not Approved	""	0.5556367326528519
EGFR	BMS-690514	Not Approved	""	0.1852122442176172
EGFR	CEMIPLIMAB-RWLC	Approved	""	0.03968833804663227
EGFR	CURCUMIN	Approved	""	0.00841873837352806
EGFR	PELITINIB	Not Approved	""	0.2778183663264259
EGFR	ANTI-ERBB3 MONOCLONAL ANTIBODY AV-203	Not Approved	""	0.09260612210880863
EGFR	CENISERTIB	Not Approved	antineoplastic agent	0.002354392934969711
EGFR	AEE-788	Not Approved	""	0.04630306105440431
EGFR	PEGINTERFERON ALFA-2A	Approved	for treatment of hepatitis B and C,Antineoplastic Agents; Immunomodulatory Agents	0.01915988733285696
EGFR	NAQUOTINIB	Not Approved	""	0.4167275494896388
EGFR	MOBOCERTINIB	Approved	""	1.111273465305703
EGFR	RITUXIMAB	Approved	antineoplastic agent	0.01234748294784115
EGFR	ILORASERTIB	Not Approved	""	0.00239498591660712
EGFR	MOMELOTINIB	Approved	""	0.02137064356357122
EGFR	TEPOTINIB	Approved	""	0.06945459158160648
EGFR	ANTI-MET/EGFR MONOCLONAL ANTIBODY LY3164530	Not Approved	""	0.1389091831632129
EGFR	AG1478	Not Approved	""	0.07937667609326454
EGFR	CETUXIMAB SAROTALOCAN	Not Approved	""	0.2778183663264259
EGFR	PATRITUMAB	Not Approved	""	0.09260612210880863
EGFR	CHEMBL:CHEMBL1078000	Not Approved	""	0.5556367326528519
EGFR	NERATINIB MALEATE	Approved	""	0.1852122442176172
EGFR	TESEVATINIB	Not Approved	antineoplastic agent	0.09260612210880863
EGFR	BEVACIZUMAB-AWWB	Approved	antineoplastic agent	0.006945459158160649
EGFR	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.02924403856067641
EGFR	MDX-447	Not Approved	""	0.1389091831632129
EGFR	MODOTUXIMAB	Not Approved	""	0.2778183663264259
EGFR	TUCATINIB	Approved	antineoplastic agent	0.03472729579080324
EGFR	FALNIDAMOL	Not Approved	""	0.1111273465305703
EGFR	ALISERTIB	Not Approved	antineoplastic agent	0.006173741473920575
EGFR	SOTRASTAURIN	Not Approved	""	0.004554399447974196
EGFR	PAN-HER KINASE INHIBITOR AC480	Not Approved	antineoplastic agent	0.06945459158160648
EGFR	GO-6976	Not Approved	""	0.00646089224014944
EGFR	YUANHUADINE	Not Approved	""	0.1111273465305703
EGFR	PD-168393	Not Approved	""	0.5556367326528519
EGFR	DULIGOTUZUMAB	Not Approved	""	0.1389091831632129
EGFR	NIVOLUMAB	Approved	antineoplastic agent	0.01852122442176173
EGFR	AV-412	Not Approved	antineoplastic agent	0.2778183663264259
EGFR	NAZARTINIB	Not Approved	""	0.5556367326528519
EGFR	NECITUMUMAB	Approved	antineoplastic agent	0.6945459158160648
EGFR	KBP5209	Not Approved	""	0.06945459158160648
EGFR	ALLITINIB	Not Approved	""	0.2778183663264259
EGFR	ROGARATINIB	Not Approved	""	0.03968833804663227
EGFR	PF-06459988	Not Approved	""	0.2778183663264259
EGFR	TARLOXOTINIB	Not Approved	""	0.06945459158160648
EGFR	DEHYDRATED ALCOHOL	Approved	""	0.007033376362694327
EGFR	PD 174265	Not Approved	""	0.2778183663264259
EGFR	TAK-715	Not Approved	""	0.01157576526360107
EGFR	MM-151	Not Approved	""	0.1852122442176172
EGFR	TOMUZOTUXIMAB	Not Approved	""	0.2778183663264259
EGFR	OSIMERTINIB MESYLATE	Approved	""	0.2778183663264259
EGFR	ERLOTINIB HYDROCHLORIDE	Approved	""	0.1852122442176172
EGFR	CIPATINIB	Not Approved	""	0.1389091831632129
EGFR	TALAZOPARIB	Approved	""	0.01028956912320096
EGFR	NITROGLYCERIN	Approved	for treatment of Raynaud's disease	0.02137064356357122
EGFR	MLN-8054	Not Approved	antineoplastic agent	0.00957994366642848
EGFR	CHEMBL:CHEMBL29197	Not Approved	""	0.06945459158160648
EGFR	CISPLATIN	Approved	""	0.001915988733285696
EGFR	LIDOCAINE	Approved	for treatment of pelvic pain of bladder origin and interstitital cystitis,for treatment of premature ejaculation,anestethic,anesthetic	0.01634225684273093
EGFR	PLUMBAGIN	Not Approved	""	0.04274128712714245
EGFR	RAMUCIRUMAB	Approved	antineoplastic agent	0.09260612210880863
EGFR	ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013	Not Approved	""	0.09260612210880863
EGFR	ALOE-EMODIN	Not Approved	""	0.1389091831632129
EGFR	LAPRITUXIMAB EMTANSINE	Not Approved	""	0.5556367326528519
EGFR	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.00771717684240072
EGFR	AFATINIB DIMALEATE	Approved	""	0.09260612210880863
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY EMD 55900	Not Approved	""	0.2778183663264259
EGFR	ANTI-PD1 MONOCLONAL ANTIBODY	Not Approved	""	0.2778183663264259
EGFR	TREMELIMUMAB	Approved	antineoplastic agent	0.03086870736960288
EGFR	PD-0166285	Not Approved	""	0.005342660890892806
EGFR	MAVELERTINIB	Not Approved	""	0.1389091831632129
EGFR	AZD-4769	Not Approved	""	0.2778183663264259
EGFR	DORAMAPIMOD	Not Approved	""	0.01207905940549677
EGFR	ROCILETINIB	Not Approved	""	0.2778183663264259
EGFR	PUQUITINIB	Not Approved	""	0.02525621512058417
EGFR	PIMURUTAMAB	Not Approved	""	0.2778183663264259
EGFR	CETUXIMAB SAROTALOCAN SODIUM	Not Approved	""	0.2778183663264259
EGFR	MOBOCERTINIB SUCCINATE	Approved	""	0.2778183663264259
EGFR	LOMUSTINE	Approved	""	0.06945459158160648
EGFR	IPILIMUMAB	Approved	antineoplastic agent	0.01389091831632129
EGFR	TAMATINIB	Not Approved	""	0.003429856374400319
EGFR	CHEMBL:CHEMBL1358137	Not Approved	""	0.1852122442176172
EGFR	RG-1530	Not Approved	""	0.002955514535387509
EGFR	IMGATUZUMAB	Not Approved	""	0.1389091831632129
EGFR	ANTI-EGFRVIII IMMUNOTOXIN MR1-1	Not Approved	""	0.2778183663264259
EGFR	ANTI-EGFRVIII ANTIBODY DRUG CONJUGATE AMG 595	Not Approved	""	0.2778183663264259
EGFR	AMIVANTAMAB-VMJW	Approved	""	0.2778183663264259
EGFR	PACRITINIB	Approved	antineoplastic agent	0.03086870736960288
EGFR	BDTX189	Not Approved	""	0.1389091831632129
EGFR	RUSERONTINIB	Not Approved	""	0.06945459158160648
EGFR	DIMETHYLCURCUMIN	Not Approved	""	0.1111273465305703
EGFR	ANTI-PD-L1 MONOCLONAL ANTIBODY	Not Approved	""	0.09260612210880863
EGFR	GRACILIN J	Not Approved	""	0.5556367326528519
EGFR	ZIPALERTINIB	Not Approved	""	0.1389091831632129
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY SYN004	Not Approved	""	0.2778183663264259
EGFR	STO609	Not Approved	""	0.1389091831632129
EGFR	ABIVERTINIB MALEATE	Not Approved	""	0.1389091831632129
EGFR	VATALANIB	Not Approved	antineoplastic agent	0.01543435368480144
EGFR	ATEZOLIZUMAB	Approved	""	0.02645889203108818
EGFR	PYROTINIB	Not Approved	""	0.1389091831632129
EGFR	ABIVERTINIB	Not Approved	""	0.04630306105440431
EGFR	METHYLCURCUMIN	Not Approved	""	0.1389091831632129
EGFR	BRIGATINIB	Approved	""	0.07576864536175253
EGFR	AEE788	Not Approved	""	0.03968833804663227
EGFR	S-222611	Not Approved	""	0.2778183663264259
EGFR	DACOMITINIB ANHYDROUS	Approved	antineoplastic agent	0.6019397937072561
EGFR	PKI166	Not Approved	""	0.4167275494896388
EGFR	ZALUTUMUMAB	Not Approved	""	0.8334550989792777
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY GT-MAB 5.2-GEX	Not Approved	""	0.2778183663264259
EGFR	FUTUXIMAB/MODOTUXIMAB MIXTURE	Not Approved	antineoplastic agent	0.2778183663264259
EGFR	FUTUXIMAB	Not Approved	""	0.2778183663264259
EGFR	REGORAFENIB	Approved	antineoplastic agent	0.00841873837352806
EGFR	URACIL	Approved	antineoplastic agent	0.04630306105440431
EGFR	AUMOLERTINIB	Not Approved	""	0.1389091831632129
EGFR	CYC-116	Not Approved	""	0.002864106869344597
EGFR	DURVALUMAB	Approved	""	0.02525621512058417
EGFR	CRIZOTINIB	Approved	antineoplastic agent	0.01068532178178561
IL5RA	BENRALIZUMAB	Approved	antiasthmatic agent	52.50767123569449
LAMA5	OCRIPLASMIN	Approved	""	1.38178082199196
CCNE1	DINACICLIB	Not Approved	""	0.8751278539282416
CCNE1	FADRACICLIB	Not Approved	""	1.312691780892362
CCNE1	ALISERTIB	Not Approved	antineoplastic agent	0.1166837138570988
CCNE1	CDK INHIBITOR SNS-032	Not Approved	""	5.250767123569449
CCNE1	RONICICLIB	Not Approved	""	0.1875273972703374
CCNE1	AKT INHIBITOR MK2206	Not Approved	""	0.3281729452230906
CCNE1	FULVESTRANT	Approved	antineoplastic agent	0.2187819634820604
CCNE1	PALBOCICLIB	Approved	""	0.1071585127259071
CCNE1	AMG-900	Not Approved	""	0.6563458904461812
CCNE1	TASELISIB	Not Approved	""	0.4039051633514962
LAMB3	FENTANYL CITRATE	Approved	adjuvant to anesthesia,opioid,analgesic	1.750255707856483
LAMB3	OCRIPLASMIN	Approved	""	0.6908904109959803
ITGA9	BOP	Not Approved	""	26.25383561784724
ITGA9	SVEP1	Not Approved	""	26.25383561784724
IL21R	RIBAVIRIN	Approved	""	0.921187214661307
IL21R	DENENICOKIN	Not Approved	antineoplastic agent	17.50255707856483
IL21R	PEGINTERFERON ALFA-2B	Approved	""	1.093909817410302
GHR	ARX201	Not Approved	growth hormone replacement therapy	5.250767123569449
GHR	SOMATROPIN (RECOMBINANT DNA ORIGIN)	Approved	hormone replacement,for treatment of spinal muscular atrophy,For treatment of growth disorders,growth hormone replacement therapy	1.400204566285186
GHR	ACP-001	Not Approved	hormone replacement	2.625383561784724
GHR	SOMAPACITAN	Approved	""	5.250767123569449
GHR	PEGVISOMANT	Approved	for treatment of acromegaly	10.50153424713889
GHR	SOMATROGON	Approved	""	5.250767123569449
GHR	LONAPEGSOMATROPIN	Approved	""	5.250767123569449
GHR	ALBUSOMATROPIN	Not Approved	hormone replacement	2.625383561784724
GHR	SOMATROGON	Not Approved	hormone replacement	1.750255707856483
GHR	SOMATREM	Approved	""	5.250767123569449
LTBR	HCBE-11	Not Approved	""	52.50767123569449
LTBR	BAMINERCEPT ALFA	Not Approved	DMARD,antiinflammatory agent	6.563458904461812
CTF1	CARDIOTROPHIN-1	Not Approved	""	7.5010958908135
CTF1	COMPOUND 13C [PMID: 20684591]	Not Approved	""	7.5010958908135
CTF1	G&OUML; 6976	Not Approved	""	1.875273972703375
CTF1	CRT 0066101	Not Approved	""	2.500365296937833
CTF1	NIK SMI1	Not Approved	""	1.875273972703375
CTF1	KB-NB142-70	Not Approved	""	7.5010958908135
CTF1	BPKDI	Not Approved	""	2.500365296937833
NTRK2	ENTRECTINIB	Approved	""	0.1151484018326633
NTRK2	ZM447439	Not Approved	""	0.05757420091633169
NTRK2	DIETHYLDITHIOCARBAMATE	Not Approved	""	0.3125456621172291
NTRK2	CEP-2563	Not Approved	""	0.06434763631825306
NTRK2	LAROTRECTINIB	Approved	""	1.367387271762877
NTRK2	SP-600125	Not Approved	""	0.01229112154393598
NTRK2	PLX-7486	Not Approved	""	0.2734774543525755
NTRK2	LESTAURTINIB	Not Approved	antineoplastic agent	0.182318302901717
NTRK2	HESPERADIN	Not Approved	""	0.02734774543525755
NTRK2	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.02514735212437476
NTRK2	PILOCARPINE HYDROCHLORIDE	Approved	for treatment of incontinence	0.1151484018326633
NTRK2	MK-2461	Not Approved	""	0.04557957572542925
NTRK2	LAUROGUADINE	Not Approved	""	0.03906820776465364
NTRK2	GW-2580	Not Approved	""	0.1367387271762877
NTRK2	CENISERTIB	Not Approved	antineoplastic agent	0.009270422181443238
NTRK2	ILORASERTIB	Not Approved	""	0.009430257046640534
NTRK2	SB202190	Not Approved	""	0.03038638381695283
NTRK2	METHADONE HYDROCHLORIDE	Approved	Opioid; Antitussive Agents,Analgesics	0.06434763631825306
NTRK2	PF-562271	Not Approved	""	0.01012879460565094
NTRK2	GAMBOGIC AMIDE	Not Approved	""	0.364636605803434
NTRK2	JNJ-7706621	Not Approved	""	0.01988926940746004
NTRK2	GW441756X	Not Approved	""	0.01682938180631234
NTRK2	PD-0166285	Not Approved	""	0.02103672725789042
NTRK2	TOZASERTIB	Not Approved	antineoplastic agent	0.01498506599192194
NTRK2	SNS-314	Not Approved	antineoplastic agent	0.02604547184310242
NTRK2	CLOZAPINE	Approved	Antipsychotic Agents	0.0225548415960887
NTRK2	LITHIUM	Approved	""	0.05209094368620485
NTRK2	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.01458546423213735
NTRK2	DOVITINIB	Not Approved	antineoplastic agent	0.01083079027138912
NTRK2	ALTIRATINIB	Not Approved	""	0.1093909817410302
